ID,Nombre,Tipo,Categoría,Subcategoría,Objetivo,Nivel,Tipo escalador,Equipo,Descripción,Series,Reps,Tiempo,TUT,Descanso,Intensidad,Frecuencia,Progresión,Regresión,Errores comunes,Precauciones,Señales detener,Riesgo,Tags,Fuente primaria,Fuente secundaria,URL fuente,Estado,Publicable app,Validación profesional,Notas
ADN-003,Entrenamiento específico progresivo para intermedios,Método,Adaptación por nivel,Fuerza específica,Imitar movimientos exigentes de escalada y construir fuerza específica,Intermedio,General,Muro / Pesas / Barra / Hangboard según criterio,"Dedicar aproximadamente la mitad del tiempo a ejercicios específicos, especialmente músculos de tracción: espalda, bíceps, antebrazo. Añadir gradualmente",No especificado en la fuente,No especificado en la fuente,No especificado en la fuente,No aplica,No especificado en la fuente,Alta,No especificado en la fuente,Aumentar proporción específica gradualmente,Volver a base general,Añadir demasiado rápido o saltarse calentamiento,Riesgo de tendinopatía si se añade rápido; sólo tras buen calentamiento,"Dolor tendinoso en dedos, codo u hombro",Medio/Alto,"intermedio, fuerza específica, tracción, antebrazo",Hörst (Cómo entrenar y escalar mejor),No aplica,https://docs.google.com/document/d/1NcfXz986RRsEfjSnT9sJS9\_SZn-JhcjWts9wSeNjuKc/edit,Pendiente limpieza,Sí con advertencia,Requiere validación profesional si hay historial tendinoso,Marca la transición Principiante → Intermedio
ADN-T01,Clasificación por rendimiento reciente,Test,Adaptación por nivel,Onboarding,Clasificar nivel del usuario,General,General,Sin equipo,"Registrar mejor redpoint, onsight o boulder de los últimos 3-12 meses",1,1,No aplica,No aplica,No aplica,Bajo,Onboarding y revisión periódica,No aplica,No aplica,Reportar grados poco realistas,Validado: rendimiento 3-12 meses refleja habilidad actual,No aplica,Bajo,"onboarding, nivel, perfil, clasificación",Saeterbakken et al. 2024,No aplica,https://docs.google.com/document/d/1NcfXz986RRsEfjSnT9sJS9\_SZn-JhcjWts9wSeNjuKc/edit,Pendiente limpieza,Sí,No requiere,Campo inicial de perfil. Necesario para filtros de nivel
ADN-T02,"Criterio fuerza de dedos ""lower level""",Test,Adaptación por nivel,Clasificación HB,Asignar plan inicial de hangboard,Intermedio,General,Hangboard,"Colgar en regleta de 10 mm. ""Lower level"" si cuelga \<10 s",1,1 intento,Hasta fallo,Hasta fallo,No aplica,Máxima,Test puntual,No aplica,Usar regleta mayor,Testear con dolor o sin calentamiento,"No usar con dolor, lesión o sin calentamiento previo","Dolor, deslizamiento, compensaciones",Alto,"test, 10mm, clasificación, dedos",López-Rivera 2021,No aplica,https://docs.google.com/document/d/1NcfXz986RRsEfjSnT9sJS9\_SZn-JhcjWts9wSeNjuKc/edit,Pendiente limpieza,Sí con bloqueo por perfil,Requiere validación profesional,Tabla 2 de López-Rivera
ADN-T03,"Criterio fuerza de dedos ""medio-alto""",Test,Adaptación por nivel,Clasificación HB,Asignar plan medio-alto de hangboard,Avanzado,General,Hangboard,Colgar en regleta de 18 mm. Medio-alto si cuelga \>40 s,1,1 intento,Hasta fallo,Hasta fallo,No aplica,Alta,Test puntual,No aplica,Usar regleta menor o test diferente,Testear fatigado,No usar con dolor o lesión activa,"Dolor, deslizamiento, fatiga alta",Alto,"test, 18mm, clasificación, avanzado",López-Rivera 2021,No aplica,https://docs.google.com/document/d/1NcfXz986RRsEfjSnT9sJS9\_SZn-JhcjWts9wSeNjuKc/edit,Pendiente limpieza,Sí con bloqueo por perfil,Requiere validación profesional,Tabla 3 de López-Rivera
ADO-001,Decisión: Práctica vs Performance,Concepto educativo,Adaptación por objetivo,Decisión de sesión,Decidir si trabajar debilidades o explotar fortalezas,Intermedio / Avanzado,Deportiva / Outdoor,Muro / Roca,"Práctica: elegir rutas que trabajen debilidades (techos, placas, fisuras, vertical fino). Performance: elegir rutas que favorezcan fortalezas",No aplica,No aplica,Una sesión,No aplica,No aplica,Media,Alternar por sesión o por día,Aumentar exposición a debilidades en bloques,Usar rutas más fáciles,Hacer sólo redpoint excesivo en rutas demasiado duras,Onsight:redpoint 2:1 recomendado en días sin objetivo claro,"Frustración alta, dolor, fatiga",Bajo,"táctica, sesión, objetivo, decisión",Hörst (How to Climb 5.12),No aplica,https://docs.google.com/document/d/1MWMEYKJ2lJyUeyuDVxWwckO9VO4uw3pSeLdG8yn39OM/edit,Pendiente limpieza,Sí,No requiere,"Pregunta de check-in: ""¿Hoy practicas o rindes?"""
ADO-002,Adaptación por modalidad: boulder vs deportiva,Regla de programación,Adaptación por objetivo,Selección de capacidades,Ajustar proporciones según disciplina principal,Intermedio,Boulder / Deportiva,Variable,"Boulder: priorizar fuerza, potencia, coordinación, limit bouldering. Deportiva: priorizar continuidad, resistencia, power endurance, táctica de reposo",No aplica,No aplica,No aplica,No aplica,No aplica,Variable,Bloque o ciclo,Especialización progresiva,Mantener entrenamiento balanceado,Entrenar capacidades irrelevantes al objetivo,Disciplinas tienen factores limitantes similares pero proporciones distintas,No aplica,Bajo,"disciplina, boulder, deportiva, especificidad",Michailov 2014,Langer et al. 2023,https://docs.google.com/document/d/1MWMEYKJ2lJyUeyuDVxWwckO9VO4uw3pSeLdG8yn39OM/edit,Pendiente limpieza,Sí,No requiere,Filtro en motor de sesión
ADO-003,Power endurance bloque corto,Protocolo,Adaptación por objetivo,Power endurance,Prolongar esfuerzo intenso cuando ya se pueden hacer movimientos individuales,Avanzado,Deportiva / Boulder,Boulder wall,Boulder difícil sin reposos hasta fallo muscular aproximado en 5 min. Intensidad 60-95%. Bloque de máximo \~2 semanas si se escala regularmente,No especificado en la fuente,No especificado en la fuente,\~5 min hasta fallo,No aplica,No especificado en la fuente,Alta,2-4 días/semana en ciclo 4-3-2-1,No extender más allá de 2 semanas,Reducir duración o intensidad,Extender el bloque más de lo recomendado,Alto estrés neuromuscular; \~2 semanas como límite,"Dolor, enfermedad, depresión, fatiga persistente",Alto,"power endurance, anaeróbico, bloque corto",Hörst (How to Climb 5.12),No aplica,https://docs.google.com/document/d/1MWMEYKJ2lJyUeyuDVxWwckO9VO4uw3pSeLdG8yn39OM/edit,Pendiente limpieza,Sí con bloqueo por perfil,Requiere validación profesional,Bloque corto. No usar como capacidad permanente
ADO-004,Escalada indoor para salud general,Protocolo,Adaptación por objetivo,Acondicionamiento,"Mejorar fuerza de core, movilidad de tronco y agarre en sedentarios",Principiante,Salud general / Indoor,Muro,"Escalada indoor supervisada 2 veces/semana durante 8 semanas. Seguimiento de core, movilidad de tronco y agarre",No aplica,No aplica,8 semanas,No aplica,No especificado en la fuente,Media,2 veces/semana,Mantener práctica para conservar mejoras,Reducir dificultad y volumen,Sin supervisión en principiantes sedentarios,"Mejoras reportadas: core 19-22%, movilidad 14-19%, agarre 5%","Dolor, miedo, fatiga excesiva",Medio,"salud general, indoor, core, sedentarios",Muehlbauer et al. 2012,No aplica,https://docs.google.com/document/d/1MWMEYKJ2lJyUeyuDVxWwckO9VO4uw3pSeLdG8yn39OM/edit,Pendiente limpieza,Sí,No requiere salvo lesión,Buen plan base para usuarios no competitivos
ADO-005,Bloque resistencia / continuidad,Método,Adaptación por objetivo,Resistencia,Mejorar capacidad aeróbica y anaeróbica específica,No especificado en la fuente,Deportiva / General,Muro,"Métodos intervalados o continuos en long bouldering, travesía, top rope o lead climbing. Ajustar por duración, número de movimientos y descanso, no sólo por FC",No especificado en la fuente,No especificado en la fuente,Variable,No aplica,No especificado en la fuente,Media,Variable según ciclo,Aumentar volumen progresivamente,Reducir duración / dificultad / inclinación,Guiar sólo por FC,FC se eleva desproporcionadamente vs VO2 en escalada; usar duración/movimientos/RPE,"Mareo, dolor, fatiga excesiva",Medio,"resistencia, continuidad, aeróbico, intervalos",Michailov 2014,No aplica,https://docs.google.com/document/d/1MWMEYKJ2lJyUeyuDVxWwckO9VO4uw3pSeLdG8yn39OM/edit,Pendiente limpieza,Sí,No requiere salvo lesión,Falta dosis exacta por nivel
PER-003,Orden diario de sesión,Regla de programación,Periodización y planificación,Sesión,Ordenar estímulos por calidad y seguridad,General,General,Variable,Calentamiento → boulder/técnica → ejercicios generales → específicos → fuerza pura (esfuerzos \<20s) → resistencia (20s-2min) → antebrazos → vuelta a la calma/flexibilidad,No aplica,No aplica,Una sesión,No aplica,No especificado en la fuente,Variable,Cada sesión,Mantener técnica al inicio,Reducir intensidad,Invertir el orden; entrenar dedos fatigados,Boulder antes de gimnasio para mente fresca,"Dolor, técnica degradada",Medio,"sesión, orden, fuerza, resistencia",Hörst (Cómo entrenar y escalar mejor),No aplica,https://docs.google.com/document/d/1XzX6Led5bbHYQ2MRjT-hx5Np4EMpeHEkz4IcB0Gqtf4/edit,Pendiente limpieza,Sí,No requiere,Convertir en checklist obligatorio de sesión
PER-004,Programación semanal de fuerza/recuperación,Regla de programación,Periodización y planificación,Microciclo,Distribuir fuerza y descanso,General,General,Variable,"1 día gimnasio si escala mucho; 2 días fuerza para escalador fin de semana; 3 sesiones en fase pura; 4 si avanzado. Recuperación 24-72 h, comúnmente 48 h",No aplica,No aplica,Semana,No aplica,24-72 h entre sesiones intensas,Media-Alta,1-4 días/semana según contexto,Aumentar frecuencia sólo si recupera bien,Reducir sesiones,Mantener 3-4 sin recuperación,Recuperación \>72 h puede ser sólo mantenimiento,"Lesión, pérdida de fuerza, fatiga acumulada",Medio,"microciclo, semana, descanso, fuerza",Hörst (Cómo entrenar y escalar mejor),Saeterbakken et al. 2024,https://docs.google.com/document/d/1XzX6Led5bbHYQ2MRjT-hx5Np4EMpeHEkz4IcB0Gqtf4/edit,Pendiente limpieza,Sí,No requiere,Alertas automáticas de recuperación
PER-005,Macrociclo de hangboard (López-Rivera),Protocolo,Periodización y planificación,Dedos / Hangboard,Secuenciar fuerza y resistencia de dedos,Avanzado,General / Deportiva / Boulder,Hangboard / Fingerboard,8 semanas MaxHangs → 2 semanas sin fingerboard → 8 semanas SubHangs/IntHangs. Fuerza antes que resistencia para intensidades absolutas mayores,Según método,Según método,18 semanas total,Según método,Según método,Alta,2 días/semana,Mezclar métodos en misma semana sólo para élite,No especificado,Mezclar métodos sin experiencia,Cumplir criterios previos de hangboard (PR-SEG-002),"Dolor dedos/codo/muñeca, fatiga alta",Alto,"hangboard, macrociclo, MaxHangs, IntHangs",López-Rivera 2021,López-Rivera & González-Badillo 2019,https://docs.google.com/document/d/1XzX6Led5bbHYQ2MRjT-hx5Np4EMpeHEkz4IcB0Gqtf4/edit,Pendiente limpieza,Sí con bloqueo por perfil,Requiere validación profesional,Bloquear por edad/experiencia/dolor
PER-006,Plantilla macrociclo anual 52 semanas,Concepto educativo,Periodización y planificación,Macrociclo anual,"Calendarizar objetivos, foco y benchmarks",General,General,Sin equipo,"Semanas, meses, foco (Skill & stamina, Max strength & power, Anaerobic endurance, Taper/Rest), días de entrenamiento, notas, benchmarks",No aplica,No aplica,52 semanas,No aplica,No especificado en la fuente,Variable,1-7 días/semana como campo,Ajustar por semana,No especificado,Aplicar sin individualización,Requiere validación profesional para deportistas con lesión,"Fatiga, dolor, baja recuperación",Bajo/Medio,"calendario, anual, benchmark, plantilla",Hörst (Training-Macrocycle-mod.xls 2016),No aplica,https://docs.google.com/document/d/1XzX6Led5bbHYQ2MRjT-hx5Np4EMpeHEkz4IcB0Gqtf4/edit,Incompleto,Sólo educativo,Requiere validación profesional,Vista anual base para Bill
CAL-001,Push-ups de calentamiento,Ejercicio,Calentamientos,Fuerza general,Preparar tren superior antes de escalar,Principiante,Salud general,Suelo,Flexiones como parte del calentamiento general antes de escalada,2,10,No especificado en la fuente,No aplica,No especificado en la fuente,Baja,Inicio de cada sesión,Aumentar reps o variantes,De rodillas o menor rango,Fatigarse antes de escalar,"Evitar si dolor de hombro, codo o muñeca","Dolor articular, dolor agudo",Bajo,"calentamiento, push-ups, hombro, general",Muehlbauer et al. 2012,No aplica,https://docs.google.com/document/d/1alVSdd3XiIZTeGFRpRv8oM1pIJAXPNlaukHWMfVVY2M/edit,Pendiente limpieza,Sí,No requiere salvo dolor,Parte del calentamiento general 7-8 min
CAL-002,Saltos a una pierna,Ejercicio,Calentamientos,Tren inferior,Activar piernas y tobillos,Principiante,Salud general,Sin equipo,Saltos en una pierna como parte del calentamiento general,2,10 por pierna,No especificado en la fuente,No aplica,No especificado en la fuente,Baja,Inicio de cada sesión,Aumentar altura o complejidad,Bilaterales o menor altura,Saltar sin control,"Evitar si dolor de tobillo, rodilla o cadera","Dolor, inestabilidad, molestia articular",Bajo,"calentamiento, piernas, tobillo, activación",Muehlbauer et al. 2012,No aplica,https://docs.google.com/document/d/1alVSdd3XiIZTeGFRpRv8oM1pIJAXPNlaukHWMfVVY2M/edit,Pendiente limpieza,Sí,No requiere salvo dolor,Parte del calentamiento general 7-8 min
CAL-003,Cuadrupedia,Ejercicio,Calentamientos,Core,Activar tronco,Principiante,Salud general,Suelo,Posición cuadrúpeda como parte del calentamiento de tronco,2,No aplica,20 s,20 s,No especificado en la fuente,Baja,Inicio de sesión,Aumentar tiempo o variantes con extensiones,Reducir tiempo,Perder control del tronco,Evitar si dolor lumbar u hombro,"Dolor lumbar, dolor hombro",Bajo,"calentamiento, core, lumbar",Muehlbauer et al. 2012,No aplica,https://docs.google.com/document/d/1alVSdd3XiIZTeGFRpRv8oM1pIJAXPNlaukHWMfVVY2M/edit,Pendiente limpieza,Sí,No requiere salvo dolor,Parte del calentamiento general 7-8 min
CAL-004,Side bridge / puente lateral,Ejercicio,Calentamientos,Core lateral,Activar tronco lateral,Principiante,Salud general,Suelo,Puente lateral como parte del calentamiento de tronco,2,No aplica,20 s por lado,20 s,No especificado en la fuente,Baja,Inicio de sesión,Aumentar tiempo o brazos elevados,Apoyar rodillas,Colapsar cadera u hombro,Evitar si dolor de hombro o lumbar,"Dolor agudo, pérdida de control",Bajo,"calentamiento, core, hombro",Muehlbauer et al. 2012,No aplica,https://docs.google.com/document/d/1alVSdd3XiIZTeGFRpRv8oM1pIJAXPNlaukHWMfVVY2M/edit,Pendiente limpieza,Sí,No requiere salvo dolor,Parte del calentamiento general 7-8 min
CAL-005,Travesías horizontales fáciles,Ejercicio,Calentamientos,Calentamiento específico en muro,Preparar patrones de escalada,Principiante,Indoor,Muro,"Traversar en rutas fisiológicamente menos demandantes, dirección horizontal",No especificado en la fuente,No especificado en la fuente,12-13 min,No aplica,No especificado en la fuente,Baja,Inicio de sesión tras calentamiento general,Subir dificultad sólo si completa nivel,Ruta más fácil o menos desplomada,Ir demasiado duro temprano,Mantener baja demanda; evitar fatiga,"Dolor en dedos, hombro, codo, muñeca; fatiga alta",Medio,"calentamiento específico, muro, técnica",Muehlbauer et al. 2012,No aplica,https://docs.google.com/document/d/1alVSdd3XiIZTeGFRpRv8oM1pIJAXPNlaukHWMfVVY2M/edit,Pendiente limpieza,Sí,No requiere salvo dolor,Parte 2 del calentamiento (12-13 min)
CAL-006,Boulder progresivo de calentamiento,Método,Calentamientos,Boulder,Elevar intensidad gradualmente antes de bloque principal,Intermedio,Boulder / Indoor,Boulder wall,Calentar con boulder aumentando gradualmente la intensidad. Termina con 5-10 min de descanso antes del bloque principal,No especificado en la fuente,No especificado en la fuente,Parte de \~30 min de calentamiento,No aplica,5-10 min antes del bloque,Media,Antes de fuerza específica o HIT,Aumentar intensidad gradualmente,Presas grandes y problemas fáciles,Empezar con problemas duros o regletas,Evitar agarres dolorosos o fatiga alta,"Dolor dedos, codos, hombros, muñecas",Medio,"calentamiento, boulder, dedos, HIT",Hörst (How to Climb 5.12),No aplica,https://docs.google.com/document/d/1alVSdd3XiIZTeGFRpRv8oM1pIJAXPNlaukHWMfVVY2M/edit,Pendiente limpieza,Sí,No requiere salvo dolor,Pre-requisito de HIT y fuerza específica
